"범죄별","처분결과별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년",
"상해","공소보류","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"협박","합계","소녀범죄자 처분결과","명","8","11","15","12","13","11","36","33","65","65","98","144","208","250",
"협박","기소","소녀범죄자 처분결과","명","-","-","-","-","1","-","1","1","-","1","1","1","6","2",
"협박","구공판_구속","소녀범죄자 처분결과","명","-","-","-","-","1","-","-","-","-","-","-","","-","-",
"협박","구공판_불구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","1","1","1",
"협박","구약식","소녀범죄자 처분결과","명","-","-","-","-","-","-","1","1","-","1","1","","5","1",
"협박","소년보호송치","소녀범죄자 처분결과","명","-","2","-","1","2","2","5","9","12","16","26","38","72","59",
"협박","가정보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","2","4","2","-","8",
"협박","성매매보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"협박","아동보호송치","소녀범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"협박","불기소","소녀범죄자 처분결과","명","8","9","15","9","10","9","30","22","50","46","64","102","130","179",
"협박","기소유예","소녀범죄자 처분결과","명","3","1","3","2","1","3","4","10","29","15","24","39","74","72",
"협박","혐의없음","소녀범죄자 처분결과","명","1","1","5","2","3","-","5","3","9","20","18","39","33","70",
"협박","죄가안됨","소녀범죄자 처분결과","명","-","1","-","-","1","-","-","-","-","-","-","2","-","-",
"협박","공소권없음","소녀범죄자 처분결과","명","4","6","7","5","5","6","21","9","12","11","22","22","23","37",
"협박","기소중지","소녀범죄자 처분결과","명","-","-","-","2","-","-","-","1","3","-","3","1","-","2",
"협박","참고인중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"협박","공소보류","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"공갈","합계","소녀범죄자 처분결과","명","72","92","162","222","240","301","528","165","289","146","184","158","171","202",
"공갈","기소","소녀범죄자 처분결과","명","-","1","1","4","4","3","7","4","14","13","10","18","17","17",
"공갈","구공판_구속","소녀범죄자 처분결과","명","-","1","-","1","1","-","1","1","1","5","-","4","1","1",
"공갈","구공판_불구속","소녀범죄자 처분결과","명","-","-","-","1","2","3","5","1","11","8","9","14","10","13",
"공갈","구약식","소녀범죄자 처분결과","명","-","-","1","2","1","-","1","2","2","-","1","","6","3",
"공갈","소년보호송치","소녀범죄자 처분결과","명","18","40","73","86","112","128","267","79","154","75","121","90","89","138",
"공갈","가정보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"공갈","성매매보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"공갈","아동보호송치","소녀범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"공갈","불기소","소녀범죄자 처분결과","명","51","45","86","123","117","162","241","79","116","52","50","48","63","47",
"공갈","기소유예","소녀범죄자 처분결과","명","48","42","72","113","96","133","206","57","79","34","21","25","31","31",
"공갈","혐의없음","소녀범죄자 처분결과","명","3","2","12","8","15","23","31","19","34","16","29","21","31","15",
"공갈","죄가안됨","소녀범죄자 처분결과","명","-","1","2","2","6","-","2","2","2","-","-","","1","-",
"공갈","공소권없음","소녀범죄자 처분결과","명","-","-","-","-","-","6","2","1","1","2","-","2","-","1",
"공갈","기소중지","소녀범죄자 처분결과","명","3","6","2","9","7","8","11","3","5","5","2","2","2","-",
"공갈","참고인중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","2","-","-","1","1","","-","-",
"공갈","공소보류","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"약취와유인","합계","소녀범죄자 처분결과","명","1","1","6","10","7","6","6","3","5","4","4","4","4","8",
"약취와유인","기소","소녀범죄자 처분결과","명","-","-","1","1","-","-","1","1","-","1","1","4","3","3",
"약취와유인","구공판_구속","소녀범죄자 처분결과","명","-","-","1","-","-","-","1","1","-","-","-","2","2","1",
"약취와유인","구공판_불구속","소녀범죄자 처분결과","명","-","-","-","1","-","-","-","-","-","1","1","2","1","2",
"약취와유인","구약식","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"약취와유인","소년보호송치","소녀범죄자 처분결과","명","-","1","3","2","1","2","4","2","2","2","3","","1","3",
"약취와유인","가정보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"약취와유인","성매매보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
